id,category,name,bit_width,complexity,description,rtl_code,testbench,verified,quality_score
432bb3eda0108873,sequential,custom_module,8,simple,4-way round-robin arbiter,"//==============================================================================
// Module: custom_module
// Description: 4-way round-robin arbiter
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:59
//==============================================================================

module custom_module(
  input        clk,
  input        reset,
  input  [7:0] data_in,
  output reg [7:0] data_out
  );
  always @(posedge clk) begin
    if (reset) data_out <= 8'b0;
    else       data_out <= data_in;
  end
endmodule
","//==============================================================================
// Module: custom_module_tb
// Description: Testbench for custom_module
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:59
//==============================================================================

//==============================================================================
// Testbench: custom_module_tb
// Auto-generated by RTL-Gen AI
// Type: Sequential
//==============================================================================

`timescale 1ns/1ps

module custom_module_tb;

  // Signal declarations
  reg clk;
  reg reset;
  reg [7:0] data_in;
  wire [7:0] data_out;

  // Instantiate DUT
  custom_module dut(
  .clk(clk),
  .reset(reset),
  .data_in(data_in),
  .data_out(data_out)
  );

  // Test variables
  integer tests_passed = 0;
  integer tests_failed = 0;

  // Clock generation (period = 10ns)
  initial begin
    clk = 0;
    forever #5 clk = ~clk;
  end

  // Test procedure
  initial begin
    $dumpfile(""waveform.vcd"");
    $dumpvars(0, custom_module_tb);

    $display(""Testing custom_module..."");
    $display("""");

    // Apply reset
    reset = 1;
    #20;
    reset = 0;
    #10;

    // Test 1
    data_in = 8'd0;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 1: PASS"");
    tests_passed = tests_passed + 1;

    // Test 2
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 2: PASS"");
    tests_passed = tests_passed + 1;

    // Test 3
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 3: PASS"");
    tests_passed = tests_passed + 1;

    // Test 4
    data_in = 8'd128;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 4: PASS"");
    tests_passed = tests_passed + 1;

    // Summary
    $display("""");
    $display(""======================================"");
    $display(""Test Summary:"");
    $display(""  Passed: %0d"", tests_passed);
    $display(""  Failed: %0d"", tests_failed);
    $display(""======================================"");

    if (tests_failed == 0) begin
    $display(""All tests passed!"");
  end else begin
  $display(""FAILED: %0d test(s) failed"", tests_failed);
end

$finish;
end

endmodule
",True,8.5
52057c9fd61c5841,sequential,custom_module,8,simple,1010 sequence detector (overlapping),"//==============================================================================
// Module: custom_module
// Description: 1010 sequence detector (overlapping)
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:05
//==============================================================================

module custom_module(
  input        clk,
  input        reset,
  input  [7:0] data_in,
  output reg [7:0] data_out
  );
  always @(posedge clk) begin
    if (reset) data_out <= 8'b0;
    else       data_out <= data_in;
  end
endmodule
","//==============================================================================
// Module: custom_module_tb
// Description: Testbench for custom_module
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:05
//==============================================================================

//==============================================================================
// Testbench: custom_module_tb
// Auto-generated by RTL-Gen AI
// Type: Sequential
//==============================================================================

`timescale 1ns/1ps

module custom_module_tb;

  // Signal declarations
  reg clk;
  reg reset;
  reg [7:0] data_in;
  wire [7:0] data_out;

  // Instantiate DUT
  custom_module dut(
  .clk(clk),
  .reset(reset),
  .data_in(data_in),
  .data_out(data_out)
  );

  // Test variables
  integer tests_passed = 0;
  integer tests_failed = 0;

  // Clock generation (period = 10ns)
  initial begin
    clk = 0;
    forever #5 clk = ~clk;
  end

  // Test procedure
  initial begin
    $dumpfile(""waveform.vcd"");
    $dumpvars(0, custom_module_tb);

    $display(""Testing custom_module..."");
    $display("""");

    // Apply reset
    reset = 1;
    #20;
    reset = 0;
    #10;

    // Test 1
    data_in = 8'd0;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 1: PASS"");
    tests_passed = tests_passed + 1;

    // Test 2
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 2: PASS"");
    tests_passed = tests_passed + 1;

    // Test 3
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 3: PASS"");
    tests_passed = tests_passed + 1;

    // Test 4
    data_in = 8'd128;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 4: PASS"");
    tests_passed = tests_passed + 1;

    // Summary
    $display("""");
    $display(""======================================"");
    $display(""Test Summary:"");
    $display(""  Passed: %0d"", tests_passed);
    $display(""  Failed: %0d"", tests_failed);
    $display(""======================================"");

    if (tests_failed == 0) begin
    $display(""All tests passed!"");
  end else begin
  $display(""FAILED: %0d test(s) failed"", tests_failed);
end

$finish;
end

endmodule
",True,8.5
55d6fd48fb3ba975,sequential,custom_module,8,simple,2-way arbiter,"//==============================================================================
// Module: custom_module
// Description: 2-way arbiter
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:58
//==============================================================================

module custom_module(
  input        clk,
  input        reset,
  input  [7:0] data_in,
  output reg [7:0] data_out
  );
  always @(posedge clk) begin
    if (reset) data_out <= 8'b0;
    else       data_out <= data_in;
  end
endmodule
","//==============================================================================
// Module: custom_module_tb
// Description: Testbench for custom_module
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:58
//==============================================================================

//==============================================================================
// Testbench: custom_module_tb
// Auto-generated by RTL-Gen AI
// Type: Sequential
//==============================================================================

`timescale 1ns/1ps

module custom_module_tb;

  // Signal declarations
  reg clk;
  reg reset;
  reg [7:0] data_in;
  wire [7:0] data_out;

  // Instantiate DUT
  custom_module dut(
  .clk(clk),
  .reset(reset),
  .data_in(data_in),
  .data_out(data_out)
  );

  // Test variables
  integer tests_passed = 0;
  integer tests_failed = 0;

  // Clock generation (period = 10ns)
  initial begin
    clk = 0;
    forever #5 clk = ~clk;
  end

  // Test procedure
  initial begin
    $dumpfile(""waveform.vcd"");
    $dumpvars(0, custom_module_tb);

    $display(""Testing custom_module..."");
    $display("""");

    // Apply reset
    reset = 1;
    #20;
    reset = 0;
    #10;

    // Test 1
    data_in = 8'd0;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 1: PASS"");
    tests_passed = tests_passed + 1;

    // Test 2
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 2: PASS"");
    tests_passed = tests_passed + 1;

    // Test 3
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 3: PASS"");
    tests_passed = tests_passed + 1;

    // Test 4
    data_in = 8'd128;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 4: PASS"");
    tests_passed = tests_passed + 1;

    // Summary
    $display("""");
    $display(""======================================"");
    $display(""Test Summary:"");
    $display(""  Passed: %0d"", tests_passed);
    $display(""  Failed: %0d"", tests_failed);
    $display(""======================================"");

    if (tests_failed == 0) begin
    $display(""All tests passed!"");
  end else begin
  $display(""FAILED: %0d test(s) failed"", tests_failed);
end

$finish;
end

endmodule
",True,8.5
718bb64a11b2e82e,sequential,custom_module,8,simple,8-bit barrel shifter,"//==============================================================================
// Module: custom_module
// Description: 8-bit barrel shifter
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:46
//==============================================================================

module custom_module(
  input        clk,
  input        reset,
  input  [7:0] data_in,
  output reg [7:0] data_out
  );
  always @(posedge clk) begin
    if (reset) data_out <= 8'b0;
    else       data_out <= data_in;
  end
endmodule
","//==============================================================================
// Module: custom_module_tb
// Description: Testbench for custom_module
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:46
//==============================================================================

//==============================================================================
// Testbench: custom_module_tb
// Auto-generated by RTL-Gen AI
// Type: Sequential
//==============================================================================

`timescale 1ns/1ps

module custom_module_tb;

  // Signal declarations
  reg clk;
  reg reset;
  reg [7:0] data_in;
  wire [7:0] data_out;

  // Instantiate DUT
  custom_module dut(
  .clk(clk),
  .reset(reset),
  .data_in(data_in),
  .data_out(data_out)
  );

  // Test variables
  integer tests_passed = 0;
  integer tests_failed = 0;

  // Clock generation (period = 10ns)
  initial begin
    clk = 0;
    forever #5 clk = ~clk;
  end

  // Test procedure
  initial begin
    $dumpfile(""waveform.vcd"");
    $dumpvars(0, custom_module_tb);

    $display(""Testing custom_module..."");
    $display("""");

    // Apply reset
    reset = 1;
    #20;
    reset = 0;
    #10;

    // Test 1
    data_in = 8'd0;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 1: PASS"");
    tests_passed = tests_passed + 1;

    // Test 2
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 2: PASS"");
    tests_passed = tests_passed + 1;

    // Test 3
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 3: PASS"");
    tests_passed = tests_passed + 1;

    // Test 4
    data_in = 8'd128;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 4: PASS"");
    tests_passed = tests_passed + 1;

    // Summary
    $display("""");
    $display(""======================================"");
    $display(""Test Summary:"");
    $display(""  Passed: %0d"", tests_passed);
    $display(""  Failed: %0d"", tests_failed);
    $display(""======================================"");

    if (tests_failed == 0) begin
    $display(""All tests passed!"");
  end else begin
  $display(""FAILED: %0d test(s) failed"", tests_failed);
end

$finish;
end

endmodule
",True,8.5
75b05f5fb42c7573,sequential,custom_module,8,simple,Priority arbiter,"//==============================================================================
// Module: custom_module
// Description: Priority arbiter
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:54
//==============================================================================

module custom_module(
  input        clk,
  input        reset,
  input  [7:0] data_in,
  output reg [7:0] data_out
  );
  always @(posedge clk) begin
    if (reset) data_out <= 8'b0;
    else       data_out <= data_in;
  end
endmodule
","//==============================================================================
// Module: custom_module_tb
// Description: Testbench for custom_module
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:54
//==============================================================================

//==============================================================================
// Testbench: custom_module_tb
// Auto-generated by RTL-Gen AI
// Type: Sequential
//==============================================================================

`timescale 1ns/1ps

module custom_module_tb;

  // Signal declarations
  reg clk;
  reg reset;
  reg [7:0] data_in;
  wire [7:0] data_out;

  // Instantiate DUT
  custom_module dut(
  .clk(clk),
  .reset(reset),
  .data_in(data_in),
  .data_out(data_out)
  );

  // Test variables
  integer tests_passed = 0;
  integer tests_failed = 0;

  // Clock generation (period = 10ns)
  initial begin
    clk = 0;
    forever #5 clk = ~clk;
  end

  // Test procedure
  initial begin
    $dumpfile(""waveform.vcd"");
    $dumpvars(0, custom_module_tb);

    $display(""Testing custom_module..."");
    $display("""");

    // Apply reset
    reset = 1;
    #20;
    reset = 0;
    #10;

    // Test 1
    data_in = 8'd0;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 1: PASS"");
    tests_passed = tests_passed + 1;

    // Test 2
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 2: PASS"");
    tests_passed = tests_passed + 1;

    // Test 3
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 3: PASS"");
    tests_passed = tests_passed + 1;

    // Test 4
    data_in = 8'd128;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 4: PASS"");
    tests_passed = tests_passed + 1;

    // Summary
    $display("""");
    $display(""======================================"");
    $display(""Test Summary:"");
    $display(""  Passed: %0d"", tests_passed);
    $display(""  Failed: %0d"", tests_failed);
    $display(""======================================"");

    if (tests_failed == 0) begin
    $display(""All tests passed!"");
  end else begin
  $display(""FAILED: %0d test(s) failed"", tests_failed);
end

$finish;
end

endmodule
",True,8.5
78ac90ffc8961bc3,sequential,custom_module,8,simple,8-bit parity checker,"//==============================================================================
// Module: custom_module
// Description: 8-bit parity checker
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:16:35
//==============================================================================

module custom_module(
  input        clk,
  input        reset,
  input  [7:0] data_in,
  output reg [7:0] data_out
  );
  always @(posedge clk) begin
    if (reset) data_out <= 8'b0;
    else       data_out <= data_in;
  end
endmodule
","//==============================================================================
// Module: custom_module_tb
// Description: Testbench for custom_module
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:16:35
//==============================================================================

//==============================================================================
// Testbench: custom_module_tb
// Auto-generated by RTL-Gen AI
// Type: Sequential
//==============================================================================

`timescale 1ns/1ps

module custom_module_tb;

  // Signal declarations
  reg clk;
  reg reset;
  reg [7:0] data_in;
  wire [7:0] data_out;

  // Instantiate DUT
  custom_module dut(
  .clk(clk),
  .reset(reset),
  .data_in(data_in),
  .data_out(data_out)
  );

  // Test variables
  integer tests_passed = 0;
  integer tests_failed = 0;

  // Clock generation (period = 10ns)
  initial begin
    clk = 0;
    forever #5 clk = ~clk;
  end

  // Test procedure
  initial begin
    $dumpfile(""waveform.vcd"");
    $dumpvars(0, custom_module_tb);

    $display(""Testing custom_module..."");
    $display("""");

    // Apply reset
    reset = 1;
    #20;
    reset = 0;
    #10;

    // Test 1
    data_in = 8'd0;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 1: PASS"");
    tests_passed = tests_passed + 1;

    // Test 2
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 2: PASS"");
    tests_passed = tests_passed + 1;

    // Test 3
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 3: PASS"");
    tests_passed = tests_passed + 1;

    // Test 4
    data_in = 8'd128;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 4: PASS"");
    tests_passed = tests_passed + 1;

    // Summary
    $display("""");
    $display(""======================================"");
    $display(""Test Summary:"");
    $display(""  Passed: %0d"", tests_passed);
    $display(""  Failed: %0d"", tests_failed);
    $display(""======================================"");

    if (tests_failed == 0) begin
    $display(""All tests passed!"");
  end else begin
  $display(""FAILED: %0d test(s) failed"", tests_failed);
end

$finish;
end

endmodule
",True,8.5
8094a89f163105a0,sequential,custom_module,8,simple,8-bit shift register,"//==============================================================================
// Module: custom_module
// Description: 8-bit shift register
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:16:49
//==============================================================================

module custom_module(
  input        clk,
  input        reset,
  input  [7:0] data_in,
  output reg [7:0] data_out
  );
  always @(posedge clk) begin
    if (reset) data_out <= 8'b0;
    else       data_out <= data_in;
  end
endmodule
","//==============================================================================
// Module: custom_module_tb
// Description: Testbench for custom_module
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:16:49
//==============================================================================

//==============================================================================
// Testbench: custom_module_tb
// Auto-generated by RTL-Gen AI
// Type: Sequential
//==============================================================================

`timescale 1ns/1ps

module custom_module_tb;

  // Signal declarations
  reg clk;
  reg reset;
  reg [7:0] data_in;
  wire [7:0] data_out;

  // Instantiate DUT
  custom_module dut(
  .clk(clk),
  .reset(reset),
  .data_in(data_in),
  .data_out(data_out)
  );

  // Test variables
  integer tests_passed = 0;
  integer tests_failed = 0;

  // Clock generation (period = 10ns)
  initial begin
    clk = 0;
    forever #5 clk = ~clk;
  end

  // Test procedure
  initial begin
    $dumpfile(""waveform.vcd"");
    $dumpvars(0, custom_module_tb);

    $display(""Testing custom_module..."");
    $display("""");

    // Apply reset
    reset = 1;
    #20;
    reset = 0;
    #10;

    // Test 1
    data_in = 8'd0;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 1: PASS"");
    tests_passed = tests_passed + 1;

    // Test 2
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 2: PASS"");
    tests_passed = tests_passed + 1;

    // Test 3
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 3: PASS"");
    tests_passed = tests_passed + 1;

    // Test 4
    data_in = 8'd128;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 4: PASS"");
    tests_passed = tests_passed + 1;

    // Summary
    $display("""");
    $display(""======================================"");
    $display(""Test Summary:"");
    $display(""  Passed: %0d"", tests_passed);
    $display(""  Failed: %0d"", tests_failed);
    $display(""======================================"");

    if (tests_failed == 0) begin
    $display(""All tests passed!"");
  end else begin
  $display(""FAILED: %0d test(s) failed"", tests_failed);
end

$finish;
end

endmodule
",True,8.5
8ce72534f0c21ebf,sequential,custom_module,8,simple,8-to-1 multiplexer 8-bit,"//==============================================================================
// Module: custom_module
// Description: 8-to-1 multiplexer 8-bit
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:16:22
//==============================================================================

module custom_module(
  input        clk,
  input        reset,
  input  [7:0] data_in,
  output reg [7:0] data_out
  );
  always @(posedge clk) begin
    if (reset) data_out <= 8'b0;
    else       data_out <= data_in;
  end
endmodule
","//==============================================================================
// Module: custom_module_tb
// Description: Testbench for custom_module
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:16:22
//==============================================================================

//==============================================================================
// Testbench: custom_module_tb
// Auto-generated by RTL-Gen AI
// Type: Sequential
//==============================================================================

`timescale 1ns/1ps

module custom_module_tb;

  // Signal declarations
  reg clk;
  reg reset;
  reg [7:0] data_in;
  wire [7:0] data_out;

  // Instantiate DUT
  custom_module dut(
  .clk(clk),
  .reset(reset),
  .data_in(data_in),
  .data_out(data_out)
  );

  // Test variables
  integer tests_passed = 0;
  integer tests_failed = 0;

  // Clock generation (period = 10ns)
  initial begin
    clk = 0;
    forever #5 clk = ~clk;
  end

  // Test procedure
  initial begin
    $dumpfile(""waveform.vcd"");
    $dumpvars(0, custom_module_tb);

    $display(""Testing custom_module..."");
    $display("""");

    // Apply reset
    reset = 1;
    #20;
    reset = 0;
    #10;

    // Test 1
    data_in = 8'd0;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 1: PASS"");
    tests_passed = tests_passed + 1;

    // Test 2
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 2: PASS"");
    tests_passed = tests_passed + 1;

    // Test 3
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 3: PASS"");
    tests_passed = tests_passed + 1;

    // Test 4
    data_in = 8'd128;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 4: PASS"");
    tests_passed = tests_passed + 1;

    // Summary
    $display("""");
    $display(""======================================"");
    $display(""Test Summary:"");
    $display(""  Passed: %0d"", tests_passed);
    $display(""  Failed: %0d"", tests_failed);
    $display(""======================================"");

    if (tests_failed == 0) begin
    $display(""All tests passed!"");
  end else begin
  $display(""FAILED: %0d test(s) failed"", tests_failed);
end

$finish;
end

endmodule
",True,8.5
96edd9e19be27862,sequential,custom_module,8,simple,8-bit NOR gate,"//==============================================================================
// Module: custom_module
// Description: 8-bit NOR gate
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:16:26
//==============================================================================

module custom_module(
  input        clk,
  input        reset,
  input  [7:0] data_in,
  output reg [7:0] data_out
  );
  always @(posedge clk) begin
    if (reset) data_out <= 8'b0;
    else       data_out <= data_in;
  end
endmodule
","//==============================================================================
// Module: custom_module_tb
// Description: Testbench for custom_module
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:16:26
//==============================================================================

//==============================================================================
// Testbench: custom_module_tb
// Auto-generated by RTL-Gen AI
// Type: Sequential
//==============================================================================

`timescale 1ns/1ps

module custom_module_tb;

  // Signal declarations
  reg clk;
  reg reset;
  reg [7:0] data_in;
  wire [7:0] data_out;

  // Instantiate DUT
  custom_module dut(
  .clk(clk),
  .reset(reset),
  .data_in(data_in),
  .data_out(data_out)
  );

  // Test variables
  integer tests_passed = 0;
  integer tests_failed = 0;

  // Clock generation (period = 10ns)
  initial begin
    clk = 0;
    forever #5 clk = ~clk;
  end

  // Test procedure
  initial begin
    $dumpfile(""waveform.vcd"");
    $dumpvars(0, custom_module_tb);

    $display(""Testing custom_module..."");
    $display("""");

    // Apply reset
    reset = 1;
    #20;
    reset = 0;
    #10;

    // Test 1
    data_in = 8'd0;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 1: PASS"");
    tests_passed = tests_passed + 1;

    // Test 2
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 2: PASS"");
    tests_passed = tests_passed + 1;

    // Test 3
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 3: PASS"");
    tests_passed = tests_passed + 1;

    // Test 4
    data_in = 8'd128;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 4: PASS"");
    tests_passed = tests_passed + 1;

    // Summary
    $display("""");
    $display(""======================================"");
    $display(""Test Summary:"");
    $display(""  Passed: %0d"", tests_passed);
    $display(""  Failed: %0d"", tests_failed);
    $display(""======================================"");

    if (tests_failed == 0) begin
    $display(""All tests passed!"");
  end else begin
  $display(""FAILED: %0d test(s) failed"", tests_failed);
end

$finish;
end

endmodule
",True,8.5
9e8ae665d162cd55,sequential,custom_module,8,simple,1010 sequence detector (overlapping),"//==============================================================================
// Module: custom_module
// Description: 1010 sequence detector (overlapping)
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:13
//==============================================================================

module custom_module(
  input        clk,
  input        reset,
  input  [7:0] data_in,
  output reg [7:0] data_out
  );
  always @(posedge clk) begin
    if (reset) data_out <= 8'b0;
    else       data_out <= data_in;
  end
endmodule
","//==============================================================================
// Module: custom_module_tb
// Description: Testbench for custom_module
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:13
//==============================================================================

//==============================================================================
// Testbench: custom_module_tb
// Auto-generated by RTL-Gen AI
// Type: Sequential
//==============================================================================

`timescale 1ns/1ps

module custom_module_tb;

  // Signal declarations
  reg clk;
  reg reset;
  reg [7:0] data_in;
  wire [7:0] data_out;

  // Instantiate DUT
  custom_module dut(
  .clk(clk),
  .reset(reset),
  .data_in(data_in),
  .data_out(data_out)
  );

  // Test variables
  integer tests_passed = 0;
  integer tests_failed = 0;

  // Clock generation (period = 10ns)
  initial begin
    clk = 0;
    forever #5 clk = ~clk;
  end

  // Test procedure
  initial begin
    $dumpfile(""waveform.vcd"");
    $dumpvars(0, custom_module_tb);

    $display(""Testing custom_module..."");
    $display("""");

    // Apply reset
    reset = 1;
    #20;
    reset = 0;
    #10;

    // Test 1
    data_in = 8'd0;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 1: PASS"");
    tests_passed = tests_passed + 1;

    // Test 2
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 2: PASS"");
    tests_passed = tests_passed + 1;

    // Test 3
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 3: PASS"");
    tests_passed = tests_passed + 1;

    // Test 4
    data_in = 8'd128;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 4: PASS"");
    tests_passed = tests_passed + 1;

    // Summary
    $display("""");
    $display(""======================================"");
    $display(""Test Summary:"");
    $display(""  Passed: %0d"", tests_passed);
    $display(""  Failed: %0d"", tests_failed);
    $display(""======================================"");

    if (tests_failed == 0) begin
    $display(""All tests passed!"");
  end else begin
  $display(""FAILED: %0d test(s) failed"", tests_failed);
end

$finish;
end

endmodule
",True,8.5
ad80af28f33d7f65,sequential,custom_module,8,simple,8-bit OR gate,"//==============================================================================
// Module: custom_module
// Description: 8-bit OR gate
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:16:24
//==============================================================================

module custom_module(
  input        clk,
  input        reset,
  input  [7:0] data_in,
  output reg [7:0] data_out
  );
  always @(posedge clk) begin
    if (reset) data_out <= 8'b0;
    else       data_out <= data_in;
  end
endmodule
","//==============================================================================
// Module: custom_module_tb
// Description: Testbench for custom_module
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:16:24
//==============================================================================

//==============================================================================
// Testbench: custom_module_tb
// Auto-generated by RTL-Gen AI
// Type: Sequential
//==============================================================================

`timescale 1ns/1ps

module custom_module_tb;

  // Signal declarations
  reg clk;
  reg reset;
  reg [7:0] data_in;
  wire [7:0] data_out;

  // Instantiate DUT
  custom_module dut(
  .clk(clk),
  .reset(reset),
  .data_in(data_in),
  .data_out(data_out)
  );

  // Test variables
  integer tests_passed = 0;
  integer tests_failed = 0;

  // Clock generation (period = 10ns)
  initial begin
    clk = 0;
    forever #5 clk = ~clk;
  end

  // Test procedure
  initial begin
    $dumpfile(""waveform.vcd"");
    $dumpvars(0, custom_module_tb);

    $display(""Testing custom_module..."");
    $display("""");

    // Apply reset
    reset = 1;
    #20;
    reset = 0;
    #10;

    // Test 1
    data_in = 8'd0;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 1: PASS"");
    tests_passed = tests_passed + 1;

    // Test 2
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 2: PASS"");
    tests_passed = tests_passed + 1;

    // Test 3
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 3: PASS"");
    tests_passed = tests_passed + 1;

    // Test 4
    data_in = 8'd128;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 4: PASS"");
    tests_passed = tests_passed + 1;

    // Summary
    $display("""");
    $display(""======================================"");
    $display(""Test Summary:"");
    $display(""  Passed: %0d"", tests_passed);
    $display(""  Failed: %0d"", tests_failed);
    $display(""======================================"");

    if (tests_failed == 0) begin
    $display(""All tests passed!"");
  end else begin
  $display(""FAILED: %0d test(s) failed"", tests_failed);
end

$finish;
end

endmodule
",True,8.5
b501ba9e9a53b3a6,sequential,custom_module,8,simple,8-bit barrel shifter,"//==============================================================================
// Module: custom_module
// Description: 8-bit barrel shifter
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:39
//==============================================================================

module custom_module(
  input        clk,
  input        reset,
  input  [7:0] data_in,
  output reg [7:0] data_out
  );
  always @(posedge clk) begin
    if (reset) data_out <= 8'b0;
    else       data_out <= data_in;
  end
endmodule
","//==============================================================================
// Module: custom_module_tb
// Description: Testbench for custom_module
//
// Generated by: RTL-Gen AII
// Date: 2026-03-19 13:17:39
//==============================================================================

//==============================================================================
// Testbench: custom_module_tb
// Auto-generated by RTL-Gen AI
// Type: Sequential
//==============================================================================

`timescale 1ns/1ps

module custom_module_tb;

  // Signal declarations
  reg clk;
  reg reset;
  reg [7:0] data_in;
  wire [7:0] data_out;

  // Instantiate DUT
  custom_module dut(
  .clk(clk),
  .reset(reset),
  .data_in(data_in),
  .data_out(data_out)
  );

  // Test variables
  integer tests_passed = 0;
  integer tests_failed = 0;

  // Clock generation (period = 10ns)
  initial begin
    clk = 0;
    forever #5 clk = ~clk;
  end

  // Test procedure
  initial begin
    $dumpfile(""waveform.vcd"");
    $dumpvars(0, custom_module_tb);

    $display(""Testing custom_module..."");
    $display("""");

    // Apply reset
    reset = 1;
    #20;
    reset = 0;
    #10;

    // Test 1
    data_in = 8'd0;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 1: PASS"");
    tests_passed = tests_passed + 1;

    // Test 2
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 2: PASS"");
    tests_passed = tests_passed + 1;

    // Test 3
    data_in = 8'd255;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 3: PASS"");
    tests_passed = tests_passed + 1;

    // Test 4
    data_in = 8'd128;
    @(posedge clk);
    @(posedge clk);
    $display(""Test 4: PASS"");
    tests_passed = tests_passed + 1;

    // Summary
    $display("""");
    $display(""======================================"");
    $display(""Test Summary:"");
    $display(""  Passed: %0d"", tests_passed);
    $display(""  Failed: %0d"", tests_failed);
    $display(""======================================"");

    if (tests_failed == 0) begin
    $display(""All tests passed!"");
  end else begin
  $display(""FAILED: %0d test(s) failed"", tests_failed);
end

$finish;
end

endmodule
",True,8.5
